cusip,options,issuer,description,status
552676 95 8,,M D C HLDGS INC,PUT,
55269P 30 2,*,MDS INC,COM,
55269P 90 2,,MDS INC,CALL,
55269P 95 2,,MDS INC,PUT,
552690 10 9,*,MDU RES GROUP INC,COM,
552690 90 9,,MDU RES GROUP INC,CALL,
552690 95 9,,MDU RES GROUP INC,PUT,
552697 10 4,,MDC PARTNERS INC,CL A SUB VTG,
552715 10 4,*,MEMC ELECTR MATLS INC,COM,
552715 90 4,,MEMC ELECTR MATLS INC,CALL,
552715 95 4,,MEMC ELECTR MATLS INC,PUT,
55272X 10 2,*,MFA FINANCIAL INC,COM,
55272X 90 2,,MFA FINANCIAL INC,CALL,
55272X 95 2,,MFA FINANCIAL INC,PUT,
552721 10 2,,MFRI INC,COM,
552727 10 9,,MFS CHARTER INCOME TR,SH BEN INT,
55273C 10 7,,MFS INTER INCOME TR,SH BEN INT,
552737 10 8,,MFS MULTIMARKET INCOME TR,SH BEN INT,
552738 10 6,,MFS MUN INCOME TR,SH BEN INT,
55274E 10 2,,MFS SPL VALUE TR,SH BEN INT,
55276N 10 0,*,MDRNA INC,COM,
55276N 90 0,,MDRNA INC,CALL,
55276N 95 0,,MDRNA INC,PUT,
55276Y AB 2,,MF GLOBAL LTD,NOTE  9.000% 6/2,
55277J 10 8,*,MF GLOBAL HLDGS LTD,COM,ADDED
55277J 90 8,,MF GLOBAL HLDGS LTD,CALL,ADDED
55277J 95 8,,MF GLOBAL HLDGS LTD,PUT,ADDED
55277P 10 4,,MGE ENERGY INC,COM,
552848 10 3,*,MGIC INVT CORP WIS,COM,
552848 90 3,,MGIC INVT CORP WIS,CALL,
552848 95 3,,MGIC INVT CORP WIS,PUT,
552939 10 0,,MFS GOVT MKTS INCOME TR,SH BEN INT,
552953 10 1,*,MGM MIRAGE,COM,
552953 90 1,,MGM MIRAGE,CALL,
552953 95 1,,MGM MIRAGE,PUT,
55302G 10 3,*,MGP INGREDIENTS INC,COM,
55302G 90 3,,MGP INGREDIENTS INC,CALL,
55302G 95 3,,MGP INGREDIENTS INC,PUT,
55302L 10 2,,MHI HOSPITALITY CORP,COM,
55302P 10 3,,MGT CAPITAL INVTS INC,COM,
55304X 10 4,*,MI DEVS INC,CL A SUB VTG,
55304X 90 4,,MI DEVS INC,CALL,
55304X 95 4,,MI DEVS INC,PUT,
55305B 10 1,*,M/I HOMES INC,COM,
55305B 90 1,,M/I HOMES INC,CALL,
55305B 95 1,,M/I HOMES INC,PUT,
55306N 10 4,*,MKS INSTRUMENT INC,COM,
55306N 90 4,,MKS INSTRUMENT INC,CALL,
55306N 95 4,,MKS INSTRUMENT INC,PUT,
55312N 10 6,,MLP & STRATEGIC EQUITY FD IN,COM,
553409 10 3,*,MPS GROUP INC,COM,DELETED
553409 90 3,,MPS GROUP INC,CALL,DELETED
553409 95 3,,MPS GROUP INC,PUT,DELETED
55352P 10 2,,MSB FINANCIAL CORPORATION,COM,
553530 10 6,*,MSC INDL DIRECT INC,CL A,
553530 90 6,,MSC INDL DIRECT INC,CALL,
553530 95 6,,MSC INDL DIRECT INC,PUT,
55354G 10 0,*,MSCI INC,CL A,
55354G 90 0,,MSCI INC,CALL,
55354G 95 0,,MSCI INC,PUT,
55375V AB 8,,M-SYSTEMS FIN INC,NOTE  1.000% 3/1,DELETED
553769 10 0,*,MTR GAMING GROUP INC,COM,
553769 90 0,,MTR GAMING GROUP INC,CALL,
553769 95 0,,MTR GAMING GROUP INC,PUT,
553773 10 2,,MTS MEDICATION TECHNLGS INC,COM,DELETED
553777 10 3,*,MTS SYS CORP,COM,
553777 90 3,,MTS SYS CORP,CALL,
553777 95 3,,MTS SYS CORP,PUT,
553829 10 2,*,MVC CAPITAL INC,COM,
553829 90 2,,MVC CAPITAL INC,CALL,
553829 95 2,,MVC CAPITAL INC,PUT,
553859 10 9,,MV OIL TR,TR UNITS,
55402X 10 5,,MWI VETERINARY SUPPLY INC,COM,
55405W 10 4,*,MYR GROUP INC DEL,COM,
55405W 90 4,,MYR GROUP INC DEL,CALL,
55405W 95 4,,MYR GROUP INC DEL,PUT,
554153 10 6,,MAC-GRAY CORP,COM,
554225 10 2,,MACATAWA BK CORP,COM,
554335 20 8,*,MACE SEC INTL INC,COM NEW,
554335 90 8,,MACE SEC INTL INC,CALL,
554335 95 8,,MACE SEC INTL INC,PUT,
554382 10 1,*,MACERICH CO,COM,
554382 90 1,,MACERICH CO,CALL,
554382 95 1,,MACERICH CO,PUT,
554489 10 4,*,MACK CALI RLTY CORP,COM,
554489 90 4,,MACK CALI RLTY CORP,CALL,
554489 95 4,,MACK CALI RLTY CORP,PUT,
554571 10 9,,MACKINAC FINL CORP,COM,
555904 AB 7,,MACROVISION CORP,NOTE  2.625% 8/1,
55607W 10 0,,MACQUARIE FT TR GB INF UT DI,COM,
55608B 10 5,*,MACQUARIE INFRASTR CO LLC,MEMBERSHIP INT,
55608B 90 5,,MACQUARIE INFRASTR CO LLC,CALL,
55608B 95 5,,MACQUARIE INFRASTR CO LLC,PUT,
55608D 10 1,,MACQUARIE GLBL INFRA TOTL RE,COM,
55610R 10 6,,MACROSHARES MAJOR METRO HSG,SHS,DELETED
55610X 10 3,,MACROSHARES MAJOR MTR HSG DO,SHS,DELETED
55616P 10 4,*,MACYS INC,COM,
55616P 90 4,,MACYS INC,CALL,
55616P 95 4,,MACYS INC,PUT,
556162 10 5,,MAD CATZ INTERACTIVE INC,COM,
556269 10 8,*,MADDEN STEVEN LTD,COM,
556269 90 8,,MADDEN STEVEN LTD,CALL,
556269 95 8,,MADDEN STEVEN LTD,PUT,
556582 10 4,,MADISON CLAYMORE CALL &EQTY,COM,
55826P 10 0,*,MADISON SQUARE GARDEN INC,CL A,ADDED
55826P 90 0,,MADISON SQUARE GARDEN INC,CALL,ADDED
55826P 95 0,,MADISON SQUARE GARDEN INC,PUT,ADDED
558268 10 8,,MADISON STRTG SECTOR PREM FD,COM,
55903Q 10 4,*,MAG SILVER CORP,COM,
55903Q 90 4,,MAG SILVER CORP,CALL,
55903Q 95 4,,MAG SILVER CORP,PUT,
559079 20 7,*,MAGELLAN HEALTH SVCS INC,COM NEW,
559079 90 7,,MAGELLAN HEALTH SVCS INC,CALL,
559079 95 7,,MAGELLAN HEALTH SVCS INC,PUT,
559080 10 6,*,MAGELLAN MIDSTREAM PRTNRS LP,COM UNIT RP LP,
559080 90 6,,MAGELLAN MIDSTREAM PRTNRS LP,CALL,
559080 95 6,,MAGELLAN MIDSTREAM PRTNRS LP,PUT,
559091 30 1,,MAGELLAN PETE CORP,COM,
559166 10 3,*,MAGIC SOFTWARE ENTERPRISES L,ORD,
559166 90 3,,MAGIC SOFTWARE ENTERPRISES L,CALL,
559166 95 3,,MAGIC SOFTWARE ENTERPRISES L,PUT,
559181 AC 6,,MAGMA DESIGN AUTOMATION,NOTE  2.000% 5/1,
559181 AE 2,,MAGMA DESIGN AUTOMATION,NOTE  6.000% 5/1,ADDED
559181 10 2,*,MAGMA DESIGN AUTOMATION,COM,
559181 90 2,,MAGMA DESIGN AUTOMATION,CALL,
559181 95 2,,MAGMA DESIGN AUTOMATION,PUT,
559222 40 1,*,MAGNA INTL INC,CL A,
559222 90 1,,MAGNA INTL INC,CALL,
559222 95 1,,MAGNA INTL INC,PUT,
559424 10 6,*,MAGNETEK INC,COM,
559424 90 6,,MAGNETEK INC,CALL,
559424 95 6,,MAGNETEK INC,PUT,
55973B 10 2,,MAGNUM HUNTER RES CORP DEL,COM,
55977T 10 9,,MAGYAR BANCORP INC,COM,
559775 10 1,*,MAGUIRE PPTYS INC,COM,
559775 90 1,,MAGUIRE PPTYS INC,CALL,
559775 95 1,,MAGUIRE PPTYS INC,PUT,
559776 10 9,,MAGYAR TELEKOM TELECOMMUNS P,SPONSORED ADR,
559778 40 2,,MAHANAGAR TEL NIGAM LTD,SPONS ADR 2001,
560305 10 4,*,MAIDENFORM BRANDS INC,COM,
560305 90 4,,MAIDENFORM BRANDS INC,CALL,
560305 95 4,,MAIDENFORM BRANDS INC,PUT,
56035L 10 4,,MAIN STREET CAPITAL CORP,COM,
560377 10 3,,MAINE & MARITIMES CORP,COM,
56062Y 10 2,,MAINSOURCE FINANCIAL GP INC,COM,
560690 20 8,,MAJESCO ENTERTAINMENT CO,COM NEW,
56086P 20 2,,MAKEMUSIC INC,COM NEW,
560877 30 0,,MAKITA CORP,ADR NEW,
560879 10 8,,MAKO SURGICAL CORP,COM,
560905 10 1,,MALAYSIA FD INC,COM,
561410 10 1,,MALVERN FEDERAL BANCORP INC,COM,
561693 10 2,,MANAGEMENT NETWORK GROUP INC,COM,DELETED
561693 20 1,,MANAGEMENT NETWORK GROUP INC,COM NEW,ADDED
561911 10 8,,MANAGED HIGH YIELD PLUS FD I,COM,
562750 10 9,*,MANHATTAN ASSOCS INC,COM,
562750 90 9,,MANHATTAN ASSOCS INC,CALL,
562750 95 9,,MANHATTAN ASSOCS INC,PUT,
562803 10 6,,MANHATTAN BRIDGE CAPITAL INC,COM,
563420 10 8,,MANITEX INTL INC,COM,
563571 10 8,*,MANITOWOC INC,COM,
563571 90 8,,MANITOWOC INC,CALL,
563571 95 8,,MANITOWOC INC,PUT,
563771 10 4,*,MANNATECH INC,COM,
563771 90 4,,MANNATECH INC,CALL,
563771 95 4,,MANNATECH INC,PUT,
56400P AA 0,,MANNKIND CORP,NOTE  3.750%12/1,
56400P 20 1,*,MANNKIND CORP,COM,
56400P 90 1,,MANNKIND CORP,CALL,
56400P 95 1,,MANNKIND CORP,PUT,
56418H 10 0,*,MANPOWER INC,COM,
56418H 90 0,,MANPOWER INC,CALL,
56418H 95 0,,MANPOWER INC,PUT,
564563 10 4,*,MANTECH INTL CORP,CL A,
564563 90 4,,MANTECH INTL CORP,CALL,
564563 95 4,,MANTECH INTL CORP,PUT,
56501R 10 6,*,MANULIFE FINL CORP,COM,
56501R 90 6,,MANULIFE FINL CORP,CALL,
56501R 95 6,,MANULIFE FINL CORP,PUT,
56509R 10 8,*,MAP PHARMACEUTICALS INC,COM,
56509R 90 8,,MAP PHARMACEUTICALS INC,CALL,
56509R 95 8,,MAP PHARMACEUTICALS INC,PUT,
565849 10 6,*,MARATHON OIL CORP,COM,
565849 90 6,,MARATHON OIL CORP,CALL,
565849 95 6,,MARATHON OIL CORP,PUT,
56624R 10 8,*,MARCHEX INC,CL B,
56624R 90 8,,MARCHEX INC,CALL,
56624R 95 8,,MARCHEX INC,PUT,
566330 10 6,*,MARCUS CORP,COM,
566330 90 6,,MARCUS CORP,CALL,
566330 95 6,,MARCUS CORP,PUT,
567908 10 8,*,MARINEMAX INC,COM,
567908 90 8,,MARINEMAX INC,CALL,
567908 95 8,,MARINEMAX INC,PUT,
568423 10 7,,MARINE PETE TR,UNIT BEN INT,
568427 10 8,,MARINE PRODS CORP,COM,
56845T 30 5,*,MARINER ENERGY INC,COM,
56845T 90 5,,MARINER ENERGY INC,CALL,
56845T 95 5,,MARINER ENERGY INC,PUT,
570535 10 4,,MARKEL CORP,COM,
57056R 10 3,,MARKET LEADER INC,COM,
57059Y 20 4,*,MARKET 2000+ HOLDRS TR,DEPOSITARY RCT,
57059Y 90 4,,MARKET 2000+ HOLDRS TR,CALL,
57059Y 95 4,,MARKET 2000+ HOLDRS TR,PUT,
57060D 10 8,,MARKETAXESS HLDGS INC,COM,
57060U 10 0,*,MARKET VECTORS ETF TR,GOLD MINER ETF,
57060U 90 0,,MARKET VECTORS ETF TR,CALL,
57060U 95 0,,MARKET VECTORS ETF TR,PUT,
57060U 20 9,*,MARKET VECTORS ETF TR,MV ENVIR SVCS,
57060U 90 9,,MARKET VECTORS ETF TR,CALL,
57060U 95 9,,MARKET VECTORS ETF TR,PUT,
57060U 30 8,*,MARKET VECTORS ETF TR,MV STEEL INDEX,
57060U 90 8,,MARKET VECTORS ETF TR,CALL,
57060U 95 8,,MARKET VECTORS ETF TR,PUT,
57060U 40 7,*,MARKET VECTORS ETF TR,GBL ALTER ENRG,
57060U 90 7,,MARKET VECTORS ETF TR,CALL,
57060U 95 7,,MARKET VECTORS ETF TR,PUT,
57060U 50 6,*,MARKET VECTORS ETF TR,RUSSIA ETF,
57060U 90 6,,MARKET VECTORS ETF TR,CALL,
57060U 95 6,,MARKET VECTORS ETF TR,PUT,
57060U 54 8,,MARKET VECTORS ETF TR,EGYPT INDX ETF,ADDED
57060U 57 1,,MARKET VECTORS ETF TR,VECTRS POL ETF,
57060U 58 9,*,MARKET VECTORS ETF TR,JR GOLD MINERS E,
57060U 90 9,,MARKET VECTORS ETF TR,CALL,
57060U 95 9,,MARKET VECTORS ETF TR,PUT,
57060U 60 5,*,MARKET VECTORS ETF TR,AGRIBUS ETF,
57060U 90 5,,MARKET VECTORS ETF TR,CALL,
57060U 95 5,,MARKET VECTORS ETF TR,PUT,
57060U 61 3,*,MARKET VECTORS ETF TR,BRAZL SMCP ETF,
57060U 90 3,,MARKET VECTORS ETF TR,CALL,
57060U 95 3,,MARKET VECTORS ETF TR,PUT,
57060U 70 4,*,MARKET VECTORS ETF TR,NUC ENERGY ETF,
57060U 90 4,,MARKET VECTORS ETF TR,CALL,
57060U 95 4,,MARKET VECTORS ETF TR,PUT,
57060U 73 8,,MARKET VECTORS ETF TR,PRE-RF MUN ETF,
57060U 75 3,,MARKET VECTORS ETF TR,INDONESIA ETF,
57060U 76 1,,MARKET VECTORS ETF TR,VIETNAM ETF,
57060U 77 9,,MARKET VECTORS ETF TR,GULF STS ETF,
57060U 78 7,,MARKET VECTORS ETF TR,AFRICA ETF,
57060U 79 5,*,MARKET VECTORS ETF TR,RVE HARD ETF,
57060U 90 5,,MARKET VECTORS ETF TR,CALL,
57060U 95 5,,MARKET VECTORS ETF TR,PUT,
57060U 80 3,,MARKET VECTORS ETF TR,MKTVEC SMUNETF,
57060U 81 1,*,MARKET VECTORS ETF TR,SOLAR ENRG ETF,
57060U 90 1,,MARKET VECTORS ETF TR,CALL,
57060U 95 1,,MARKET VECTORS ETF TR,PUT,
57060U 82 9,,MARKET VECTORS ETF TR,GAMING ETF,
57060U 83 7,*,MARKET VECTORS ETF TR,COAL ETF,
57060U 90 7,,MARKET VECTORS ETF TR,CALL,
57060U 95 7,,MARKET VECTORS ETF TR,PUT,
57060U 84 5,,MARKET VECTORS ETF TR,MKTVEC INTMUETF,
57060U 87 8,,MARKET VECTORS ETF TR,HG YLD MUN ETF,
57060U 88 6,,MARKET VECTORS ETF TR,MKTVEC LMUNETF,
570759 10 0,*,MARKWEST ENERGY PARTNERS L P,UNIT LTD PARTN,
570759 90 0,,MARKWEST ENERGY PARTNERS L P,CALL,
570759 95 0,,MARKWEST ENERGY PARTNERS L P,PUT,
571157 10 6,,MARLIN BUSINESS SVCS CORP,COM,
571748 10 2,*,MARSH & MCLENNAN COS INC,COM,
571748 90 2,,MARSH & MCLENNAN COS INC,CALL,
571748 95 2,,MARSH & MCLENNAN COS INC,PUT,
571837 10 3,*,MARSHALL & ILSLEY CORP NEW,COM,
571837 90 3,,MARSHALL & ILSLEY CORP NEW,CALL,
571837 95 3,,MARSHALL & ILSLEY CORP NEW,PUT,
571903 20 2,*,MARRIOTT INTL INC NEW,CL A,
571903 90 2,,MARRIOTT INTL INC NEW,CALL,
571903 95 2,,MARRIOTT INTL INC NEW,PUT,
572322 30 3,,MARSHALL EDWARDS INC,COM,
572901 10 6,*,MARTEK BIOSCIENCES CORP,COM,
572901 90 6,,MARTEK BIOSCIENCES CORP,CALL,
572901 95 6,,MARTEK BIOSCIENCES CORP,PUT,
573075 10 8,*,MARTEN TRANS LTD,COM,
573075 90 8,,MARTEN TRANS LTD,CALL,
573075 95 8,,MARTEN TRANS LTD,PUT,
573083 10 2,*,MARTHA STEWART LIVING OMNIME,CL A,
573083 90 2,,MARTHA STEWART LIVING OMNIME,CALL,
573083 95 2,,MARTHA STEWART LIVING OMNIME,PUT,
573284 10 6,*,MARTIN MARIETTA MATLS INC,COM,
573284 90 6,,MARTIN MARIETTA MATLS INC,CALL,
573284 95 6,,MARTIN MARIETTA MATLS INC,PUT,
573331 10 5,*,MARTIN MIDSTREAM PRTNRS L P,UNIT L P INT,
573331 90 5,,MARTIN MIDSTREAM PRTNRS L P,CALL,
573331 95 5,,MARTIN MIDSTREAM PRTNRS L P,PUT,
57383T 10 3,*,MARVEL ENTERTAINMENT INC,COM,DELETED
57383T 90 3,,MARVEL ENTERTAINMENT INC,CALL,DELETED
57383T 95 3,,MARVEL ENTERTAINMENT INC,PUT,DELETED
574599 BB 1,,MASCO CORP,NOTE7/2,
574599 10 6,*,MASCO CORP,COM,
574599 90 6,,MASCO CORP,CALL,
574599 95 6,,MASCO CORP,PUT,
574795 10 0,*,MASIMO CORP,COM,
574795 90 0,,MASIMO CORP,CALL,
574795 95 0,,MASIMO CORP,PUT,
575672 10 0,,MASSACHUSETTS HEALTH & ED TX,SH BEN INT,
576203 AJ 2,,MASSEY ENERGY CO,NOTE  3.250% 8/0,
576206 10 6,*,MASSEY ENERGY CORP,COM,
576206 90 6,,MASSEY ENERGY CORP,CALL,
576206 95 6,,MASSEY ENERGY CORP,PUT,
576292 10 6,,MASSMUTUAL CORPORATE INVS IN,COM,
576299 10 1,,MASSMUTUAL PARTN INVS,SH BEN INT,
576323 AG 4,,MASTEC INC,NOTE  4.000% 6/1,
576323 10 9,*,MASTEC INC,COM,
576323 90 9,,MASTEC INC,CALL,
576323 95 9,,MASTEC INC,PUT,
57633B 10 0,,MASTECH HOLDINGS INC,COM,
57636Q 10 4,*,MASTERCARD INC,CL A,
57636Q 90 4,,MASTERCARD INC,CALL,
57636Q 95 4,,MASTERCARD INC,PUT,
57685L 10 5,*,MATRIXX INITIATIVES INC,COM,
57685L 90 5,,MATRIXX INITIATIVES INC,CALL,
57685L 95 5,,MATRIXX INITIATIVES INC,PUT,
576853 10 5,*,MATRIX SVC CO,COM,
576853 90 5,,MATRIX SVC CO,CALL,
576853 95 5,,MATRIX SVC CO,PUT,
577081 10 2,*,MATTEL INC,COM,
577081 90 2,,MATTEL INC,CALL,
577081 95 2,,MATTEL INC,PUT,
577128 10 1,*,MATTHEWS INTL CORP,CL A,
577128 90 1,,MATTHEWS INTL CORP,CALL,
577128 95 1,,MATTHEWS INTL CORP,PUT,
577223 10 0,*,MATTSON TECHNOLOGY INC,COM,
577223 90 0,,MATTSON TECHNOLOGY INC,CALL,
577223 95 0,,MATTSON TECHNOLOGY INC,PUT,
577345 10 1,,MAUI LD & PINEAPPLE INC,COM,
57772K 10 1,*,MAXIM INTEGRATED PRODS INC,COM,
57772K 90 1,,MAXIM INTEGRATED PRODS INC,CALL,
57772K 95 1,,MAXIM INTEGRATED PRODS INC,PUT,
577729 AC 0,,MAXTOR CORP,NOTE  6.800% 4/3,
577729 AE 6,,MAXTOR CORP,NOTE  2.375% 8/1,
57773A 50 8,,MAXCOM TELECOMUNICACIONES SA,ADR REP PR CTF,
577767 10 6,*,MAXWELL TECHNOLOGIES INC,COM,
577767 90 6,,MAXWELL TECHNOLOGIES INC,CALL,
577767 95 6,,MAXWELL TECHNOLOGIES INC,PUT,
577776 10 7,*,MAXYGEN INC,COM,
577776 90 7,,MAXYGEN INC,CALL,
577776 95 7,,MAXYGEN INC,PUT,
577913 10 6,,MAXXAM INC,COM,DELETED
577933 10 4,*,MAXIMUS INC,COM,
577933 90 4,,MAXIMUS INC,CALL,
577933 95 4,,MAXIMUS INC,PUT,
578321 10 1,,MAYFLOWER BANCORP INC,COM,
578473 10 0,,MAYS J W INC,COM,
578877 10 2,,MBT FINL CORP,COM,
579064 10 6,*,MCAFEE INC,COM,
579064 90 6,,MCAFEE INC,CALL,
579064 95 6,,MCAFEE INC,PUT,
579489 10 5,*,MCCLATCHY CO,CL A,
579489 90 5,,MCCLATCHY CO,CALL,
579489 95 5,,MCCLATCHY CO,PUT,
579780 10 7,*,MCCORMICK & CO INC,COM VTG,
579780 90 7,,MCCORMICK & CO INC,CALL,
579780 95 7,,MCCORMICK & CO INC,PUT,
579780 20 6,*,MCCORMICK & CO INC,COM NON VTG,
579780 90 6,,MCCORMICK & CO INC,CALL,
579780 95 6,,MCCORMICK & CO INC,PUT,
579793 10 0,,MCCORMICK & SCHMICKS SEAFD R,COM,
580031 AD 4,,MCDATA CORP,NOTE  2.250% 2/1,DELETED
580037 10 9,*,MCDERMOTT INTL INC,COM,
580037 90 9,,MCDERMOTT INTL INC,CALL,
580037 95 9,,MCDERMOTT INTL INC,PUT,
580135 10 1,*,MCDONALDS CORP,COM,
580135 90 1,,MCDONALDS CORP,CALL,
580135 95 1,,MCDONALDS CORP,PUT,
58047P 10 7,*,MCG CAPITAL CORP,COM,
58047P 90 7,,MCG CAPITAL CORP,CALL,
58047P 95 7,,MCG CAPITAL CORP,PUT,
580589 10 9,*,MCGRATH RENTCORP,COM,
580589 90 9,,MCGRATH RENTCORP,CALL,
580589 95 9,,MCGRATH RENTCORP,PUT,
580645 10 9,*,MCGRAW HILL COS INC,COM,
580645 90 9,,MCGRAW HILL COS INC,CALL,
580645 95 9,,MCGRAW HILL COS INC,PUT,
58155Q 10 3,*,MCKESSON CORP,COM,
58155Q 90 3,,MCKESSON CORP,CALL,
58155Q 95 3,,MCKESSON CORP,PUT,
582411 AE 4,,MCMORAN EXPLORATION CO,NOTE  5.250%10/0,
582411 10 4,*,MCMORAN EXPLORATION CO,COM,
582411 90 4,,MCMORAN EXPLORATION CO,CALL,
582411 95 4,,MCMORAN EXPLORATION CO,PUT,
582411 50 0,,MCMORAN EXPLORATION CO,PFD MAND CNV,
582839 10 6,*,MEAD JOHNSON NUTRITION CO,COM,
582839 90 6,,MEAD JOHNSON NUTRITION CO,CALL,
582839 95 6,,MEAD JOHNSON NUTRITION CO,PUT,
583062 20 3,,MEADE INSTRUMENTS CORP,COM NEW,
58319P 10 8,*,MEADOWBROOK INS GROUP INC,COM,
58319P 90 8,,MEADOWBROOK INS GROUP INC,CALL,
58319P 95 8,,MEADOWBROOK INS GROUP INC,PUT,
583334 10 7,*,MEADWESTVACO CORP,COM,
583334 90 7,,MEADWESTVACO CORP,CALL,
583334 95 7,,MEADWESTVACO CORP,PUT,
583421 10 2,,MEASUREMENT SPECIALTIES INC,COM,
583840 10 3,*,MECHEL OAO,SPONSORED ADR,
583840 90 3,,MECHEL OAO,CALL,
583840 95 3,,MECHEL OAO,PUT,
583928 10 6,*,MEDALLION FINL CORP,COM,
583928 90 6,,MEDALLION FINL CORP,CALL,
583928 95 6,,MEDALLION FINL CORP,PUT,
58404W 10 9,,MEDCATH CORP,COM,
584045 10 8,*,MEDASSETS INC,COM,
584045 90 8,,MEDASSETS INC,CALL,
584045 95 8,,MEDASSETS INC,PUT,
58405U 10 2,*,MEDCO HEALTH SOLUTIONS INC,COM,
58405U 90 2,,MEDCO HEALTH SOLUTIONS INC,CALL,
58405U 95 2,,MEDCO HEALTH SOLUTIONS INC,PUT,
584404 10 7,*,MEDIA GEN INC,CL A,
584404 90 7,,MEDIA GEN INC,CALL,
584404 95 7,,MEDIA GEN INC,PUT,
58446K 10 5,*,MEDIACOM COMMUNICATIONS CORP,CL A,
58446K 90 5,,MEDIACOM COMMUNICATIONS CORP,CALL,
58446K 95 5,,MEDIACOM COMMUNICATIONS CORP,PUT,
58446X 10 7,,MEDIA SCIENCES INTL INC,COM,
58449L 10 0,,MEDICAL ACTION INDS INC,COM,
58461X 10 7,,MEDICAL NUTRITION USA INC,COM,
58463J 30 4,*,MEDICAL PPTYS TRUST INC,COM,
58463J 90 4,,MEDICAL PPTYS TRUST INC,CALL,
58463J 95 4,,MEDICAL PPTYS TRUST INC,PUT,
58468P 20 6,,MEDICINOVA INC,COM NEW,
584688 10 5,*,MEDICINES CO,COM,
584688 90 5,,MEDICINES CO,CALL,
584688 95 5,,MEDICINES CO,PUT,
584690 AB 7,,MEDICIS PHARMACEUTICAL CORP,NOTE  1.500% 6/0,DELETED
584690 30 9,*,MEDICIS PHARMACEUTICAL CORP,CL A NEW,
584690 90 9,,MEDICIS PHARMACEUTICAL CORP,CALL,
584690 95 9,,MEDICIS PHARMACEUTICAL CORP,PUT,
58470H 10 1,*,MEDIFAST INC,COM,
58470H 90 1,,MEDIFAST INC,CALL,
58470H 95 1,,MEDIFAST INC,PUT,
58470K AA 2,,MEDICIS PHARMACEUTICAL CORP,NOTE  2.500% 6/0,
58471A 10 5,*,MEDIDATA SOLUTIONS INC,COM,
58471A 90 5,,MEDIDATA SOLUTIONS INC,CALL,
58471A 95 5,,MEDIDATA SOLUTIONS INC,PUT,
584946 10 7,,MEDIWARE INFORMATION SYS INC,COM,
584949 10 1,*,MEDQUIST INC,COM,
584949 90 1,,MEDQUIST INC,CALL,
584949 95 1,,MEDQUIST INC,PUT,
584977 20 1,,MEDTOX SCIENTIFIC INC,COM NEW,
58501N 10 1,*,MEDIVATION INC,COM,
58501N 90 1,,MEDIVATION INC,CALL,
58501N 95 1,,MEDIVATION INC,PUT,
58502B 10 6,*,MEDNAX INC,COM,
58502B 90 6,,MEDNAX INC,CALL,
58502B 95 6,,MEDNAX INC,PUT,
585055 AB 2,,MEDTRONIC INC,DBCV  1.250% 9/1,
585055 AD 8,,MEDTRONIC INC,DBCV  1.250% 9/1,
585055 AL 0,,MEDTRONIC INC,NOTE  1.500% 4/1,
585055 AM 8,,MEDTRONIC INC,NOTE  1.625% 4/1,
585055 10 6,*,MEDTRONIC INC,COM,
585055 90 6,,MEDTRONIC INC,CALL,
585055 95 6,,MEDTRONIC INC,PUT,
585464 10 0,*,MELCO CROWN ENTMT LTD,ADR,
585464 90 0,,MELCO CROWN ENTMT LTD,CALL,
585464 95 0,,MELCO CROWN ENTMT LTD,PUT,
586264 10 3,,MEMSIC INC,COM,
587118 10 0,*,MENS WEARHOUSE INC,COM,
587118 90 0,,MENS WEARHOUSE INC,CALL,
587118 95 0,,MENS WEARHOUSE INC,PUT,
587200 AD 8,,MENTOR GRAPHICS CORP,FRNT8/0,
587200 AF 3,,MENTOR GRAPHICS CORP,SDCV  6.250% 3/0,
587200 10 6,*,MENTOR GRAPHICS CORP,COM,
587200 90 6,,MENTOR GRAPHICS CORP,CALL,
587200 95 6,,MENTOR GRAPHICS CORP,PUT,
58733R 10 2,*,MERCADOLIBRE INC,COM,
58733R 90 2,,MERCADOLIBRE INC,CALL,
58733R 95 2,,MERCADOLIBRE INC,PUT,
58734P 10 5,,MERCANTILE BANCORP INC ILL,COM,
587376 10 4,,MERCANTILE BANK CORP,COM,
587902 10 7,,MERCER INS GROUP INC,COM,
588056 AG 6,,MERCER INTL INC,NOTE  8.500%10/1,
588056 AK 7,,MERCER INTL INC,NOTE  8.500% 1/1,ADDED
588056 10 1,,MERCER INTL INC,COM,
588448 10 0,,MERCHANTS BANCSHARES,COM,
58933Y 10 5,*,MERCK & CO INC NEW,COM,
58933Y 90 5,,MERCK & CO INC NEW,CALL,
58933Y 95 5,,MERCK & CO INC NEW,PUT,
58933Y 20 4,,MERCK & CO INC NEW,PFD CONV 6%,
589378 10 8,*,MERCURY COMPUTER SYS,COM,
589378 90 8,,MERCURY COMPUTER SYS,CALL,
589378 95 8,,MERCURY COMPUTER SYS,PUT,
589400 10 0,*,MERCURY GENL CORP NEW,COM,
589400 90 0,,MERCURY GENL CORP NEW,CALL,
589400 95 0,,MERCURY GENL CORP NEW,PUT,
589433 10 1,*,MEREDITH CORP,COM,
589433 90 1,,MEREDITH CORP,CALL,
589433 95 1,,MEREDITH CORP,PUT,
589499 10 2,*,MERGE HEALTHCARE INC,COM,
589499 90 2,,MERGE HEALTHCARE INC,CALL,
589499 95 2,,MERGE HEALTHCARE INC,PUT,
589584 10 1,*,MERIDIAN BIOSCIENCE INC,COM,
